Question,Answer
state the internal intellectual and cultural contexts of the constitutional revolution.,"the teachings of islam and shia religion call people to fight against oppression and try to establish justice. the muslim people of iran, having learned from imam hussein's uprising and the karbala incident, were always ready to stand against oppression and injustice."
write the external intellectual and cultural contexts of the constitutional revolution.,"familiarizing iranians with the ideas and achievements of the new european civilization
simultaneously with the establishment of the qajar government, the great french revolution took place."
the great french revolution coincided with the establishment of which government in iran?,qajar
who were the intellectuals and what was their role in the constitutional revolution?,"these people, who were mostly educated in europe and dar al-funun schools, and became known as intellectuals, tried to familiarize people with the merits of the rule of law (constitutional rule) and the disadvantages of authoritarian rule through books and newspapers."
what factors motivated people to fight against tyranny and foreign domination?,the success of the tobacco movement and the subsequent assassination of naseruddin shah by mirzai kermani
why did people's anger and dissatisfaction increase during the reign of muzaffaruddin shah?,"muzaffar al-din shah was a mild and incompetent ruler - during his period, the abuse and oppression of the government officials and the interference of foreigners in the affairs of the country continued and increased the anger and dissatisfaction of the people."
who were the spiritual leaders who thought of making changes for the benefit of the people by forming an association of libertarians?,ayatollah seyed mohammad tabatabaei and ayatollah seyed abdullah behbahani
what was one of the most important events that accelerated the constitutional revolution?,it was the story of ain al-dawla's beating of merchants.
what was the story of ain al-dawla's beating of merchants?,"ain al-dawla, the chancellor, muzaffar al-din shah took action to scare the opposition and prevent the spread of protests and ordered alaa al-dawla to hang a number of merchants on the pretext of rising sugar prices."
what action did the people take after hanging the merchants by ain al-dawla?,"following this incident, the market was closed and a group of scholars led by ayatollah tabatabai sat in the shrine of hazrat shah abdulazim bast as a sign of confession."
what was the most important demand of the protesters in abdul azim shrine?,establishing justice house to deal with people's complaints and execute justice
"when muzaffaruddin shah did not fulfill the wishes of abd al-azim's immigrants, what did the scholars and people do?","people's protests started again. during these protests, a young student was martyred, and as a result, a number of scholars migrated to qom this time as a sign of protest. at the same time, a number of people from tehran sat down in the british embassy in protest against the qajar government. the most important demands of the protesters was the formation of the shura council."
what groups and strata played an effective role in the constitutional revolution?,"in addition to scholars and intellectuals who led the constitutional revolution, various groups and social strata such as businessmen, artisans and workers also played an effective role in this revolution."
state two factors of the success of the constitutional revolution.,"the teachings of islam and shia religion
- placement of intellectuals with other groups
- familiarity of iranians with the new civilization, europe."
how was muhammad ali shah a king?,the kingdom was autocratic.
who stood up against the tyranny of mohammad ali shah and what were the results?,"the constitutionalist mujahideen in tabriz, under the leadership of sattar khan and baqer khan, stood up against the authoritarian rule of muhammad ali shah. supporters of constitutionalism in gilan and isfahan, seeing the resistance of the people of tabriz, took courage and went to the capital and conquered tehran."
what did the conquerors of tehran decide after conquering tehran?,"muhammad ali shah was deposed and his young son, ahmad mirza, was chosen as his successor."
why did ayatollah sheikh fadlullah nouri oppose the constitutional revolution?,he believed that the people who took the leadership of the constitutional revolution do not believe in islam and want to spread the thoughts and culture of european countries in iran. he meant some intellectuals who overstated in imitation of europe.
by whom was sheikh fazlullah noori martyred?,"after the removal of muhammad ali shah, some constitutionalists took opportunism and tried sheikh on the charge of opposing the constitutional system and made him martyr."
what effect did the martyrdom of sheikh fadlullah nouri have on the situation in iran?,his martyrdom had an unfavorable effect on the situation in iran and caused more discord and enmity inside the country.
explain the most important internal obstacles and problems of the constitutional system.,"the tyranny of muhammad ali shah and his dependence on russia, the difference between the constitutional leaders - the deviation from the path of islam"
1907 agreement was signed between which countries?,england and russia
"in the 1907 agreement, russia and england took almost which areas of iran under their influence?","russia brought north, north-east and north-west and england south-east of iran under their influence."
what was the difference between england and russia after signing the 1907 treaty?,"to counter the growing power of germany and its allies, they decided to cooperate rather than compete."
what were the results of the 1907 agreement for iran?,"russia interfered in iran's internal affairs with ease and did not allow the government and parliament to settle the chaotic situation in the country. in addition, russian forces entered iran. they killed a number of constitutionalists in tabriz and shot the shrine of imam reza (as) in mashhad."
in what year did the first world war take place and between which countries?,in 1914 ad / 1293 shamsi_ between the allies and allies
what was the result of world war i?,"as a result of this war, millions of people were killed, injured and displaced, and many damages and destructions were caused."
what was iran's position in world war i?,"the government of iran declared its complete neutrality at the beginning of world war i, but england, russia and ottomans ignored this neutrality and entered their forces into iran. after that, some areas of iran were the scene of battle between the russian and british forces and the ottoman forces."
write the effects and political and social consequences of the first world war in iran.,"the first world war caused more instability and chaos in the situation in iran. due to the presence of occupying forces and military conflicts, the central government became extremely weak and lost its control over the affairs of the country. disobedience and defiance of the central government order spread and the security and comfort of the people was destroyed. in those years, iranians suffered great calamities such as famine, poverty, hunger, and the spread of infectious diseases, and many people lost their lives."
12. what was the story of ain al-dawla's beating of merchants?,"in order to scare the opposition and prevent the protests from spreading, ain al-dawlah prime minister ain al-dawlah ordered the ruler of tehran (ala al-dawlah) to hang a number of merchants on the pretext of the high price of sugar."
13. what actions did mohammad alisha take against the constitution?,"muhammad alisha was an autocratic king. with the support of the russian government and the supporters of the authoritarian government, he decided to destroy the nascent constitutional government. after several months of conflict and conflict, by the order of muhammad alisha, the parliament was closed and dissolved."
14. state the grounds of the constitutional revolution.,a) political and economic fields; b) intellectual and cultural fields
15. what was the most important demand of the protesters in abdul azim's shrine (the first migration)?,establishing justice house to deal with people's complaints.
16. what was the end and result of world war i? express,"the first world war ended after four years with the victory of the allies. as a result of this war, millions of people were killed, injured and displaced, and it caused a lot of damage and destruction."
15. what were the provisions of the 1919 agreement?,"according to this contract, the administration of iran's military and financial affairs was under the control of british military and financial experts and advisers."
"16, state reza shah's actions in the case?","construction of national railways, establishment of regular army."
17. how did the 1999 coup take place?,"after failing to implement the 1919 agreement, england tried to pursue its colonial goals in iran through a coup. the british chose one of the commanders of the kazakh forces named reza khan as the military pawn and seyyed ziauddin tabatabai as the political pawn of the coup. on the third of isfand 1299, the forces under the command of reza khan occupied the important centers of the capital and ahmad shah was forced to appoint seyyed zia as the prime minister and reza khan as the commander in chief."
18. how did reza khan come to power?,"he used his position as minister of war and prime minister to get his supporters into the national assembly. in 1304, despite the serious opposition of a number of representatives, such as ayatollah modares, the national council removed ahmad shah qajar from power and handed over the temporary government to reza khan. then, the constituent assembly officially handed over the government to reza khan and his family."
19. what was the purpose of building the national railway by reza shah?,"it was to create a nationwide road for the rapid transfer of british forces from the south to the north, so that if the russians advance, the british can use this road to quickly send their forces to the north and prevent them from penetrating into india."
20. what was the main goal of the allies in occupying iran in world war ii?,"the use of iran's position, resources, and facilities was for their own benefit."
21. what policy did mohammad reza shah take after the 28 august coup?,it turned into a more autocratic and oppressive king and openly ignored the principles of the constitution. he also severely suppressed the opposition by establishing the national intelligence and security organization (savak) and once again the atmosphere of fear and suffocation reigned over iran.
"after the first world war, what factors provided the ground for the transfer of government from qajar to pahlavi?","our country was involved in a lot of political, economic and social problems. england's plans and policies in iran."
name the reasons for the change of government from qajar to pahlavi.,1919 contract - 1299 coup
what type of contract was the 1919 contract? and who opposed it?,"according to this contract, iran's military and financial administration was under the control of british military and financial experts (consultants). people like: ayatollah modares and sheikh mohammad khayabani opposed it. ahmad shah qajar also refused to confirm it."
what was the purpose of the 1299 coup and how did it take place?,"with the aim of changing the government in iran, the british chose one of the commanders of the kazakh forces named reza khan as the military component and seyyed ziauddin tabatabai as the political component of the coup. tabatabai was a pro-british politician. on march 3, 1299, the forces under the command of reza khan occupied the important centers of the capital, and ahmad shah was forced to appoint seyyed zia as prime minister and reza khan as the commander-in-chief."
what factors played a role in stabilizing reza khan's position and power?,"e) using his position as minister of war and prime minister, he introduced his supporters into the national assembly."
how was the transfer of government from qajar to pahlavi?,"in 1304, despite the serious opposition of a small number of representatives, such as ayatollah modares and dr. mosadeq, the national council removed ahmad shah qajar from power and entrusted the temporary government to reza khan. then, the constituent assembly officially
he left the government to reza khan and his family."
briefly write the process of reza khan's rise to power.,"1- attempting a coup planned by the british (march 3, 1299)
2- the general command after the coup
3- ministry of war (1300-1302)
4- prime ministership and ministry of war (1302-1304)
5- removal of ahmad shah from power and entrusting the temporary government to reza khan by the national assembly (november 1304)
6- the official transfer of government to reza khan pahlavi by the constituent assembly (azar 1304)"
briefly describe the ways (characteristics) of reza shah's government.,"reza shah turned to tyranny and dictatorship from the beginning of his rule.
- the cabinet of ministers and representatives of the national council did not have much authority and independence and were subject to the orders of the king.
independent parties and newspapers were not allowed to operate.
- with force and violence, he ruled the atmosphere of suffocation, fear and oppression on the society.
- the opponents had no fate other than exile, prison, torture and execution."
what measures were taken in the country during reza shah's time?,"1- reza shah made an extensive effort to modernize iran by imitating europe.
2- modernization of military organizations.
3- new schools and educational centers were expanded in different cities.
4- the first university of iran (university of tehran) was founded.
5- the roads of shosse were developed and the nationwide railway was built that connected the persian gulf to the mazandaran sea.
6-many institutions and industrial centers were established in iran."
which of reza shah's actions was against islamic values ​​and iranian culture? explain,"b) the government of reza shah, who was very fascinated by the appearance of european culture, shortly after the suppression of goharshad's uprising, ordered to remove the hijab from the heads of iranian women and girls by force and violence."
in what year and how did the second world war begin?,"the second world war began with germany's sudden invasion of poland (1939/1318). italy and japan joined germany and formed the axis powers. on the opposite front, england, france, soviet union and america were located, which were called allies."
"during the second world war, with what excuse did the allies occupy our country? what was their main purpose of this action?","in the second world war, the iranian government declared neutrality, but in september 1320, the allies used the presence of a number of germans in iran as an excuse and occupied our country. their main goal of this action was to use iran's position, resources and facilities for their own benefit."
what did the allies do after occupying iran in world war ii?,"they forced reza shah to abdicate in favor of his son, mohammad reza, and then exiled him from the country."
describe the effects and consequences of world war ii in iran.,"the second world war, like the first world war, caused a lot of damage to iran's economy and society. during those years, the people of iran were facing a severe shortage and high price of food, especially bread, and many people died due to hunger and malnutrition."
why did the national council play an effective role in the administration of the country during the first years of mohammad reza shah's rule?,"in the first years of his reign, mohammad reza shah did not have the possibility to rule with tyranny and dictatorship like his father. therefore, there was an opportunity for the representatives of the national assembly and the board of ministers to play an effective role in the administration of the country's affairs. also, political parties and the press started their activities again."
"during the period of mohammad reza shah, what factor harmed the peace of the country?","england, the soviet union and the united states compete to gain more political and economic influence in the country."
how was the iranian oil nationalization movement and led by whom? explain,"one of the most important events in iran's contemporary history is the nationalization of the oil industry. the privilege of exploiting iran's oil resources was given to the british during mozafaruddin shah's time. reza shah canceled the mentioned concession, but very soon, through another agreement, he again handed over iran's oil resources to england. in the years after world war ii, the people of iran wanted to cancel that contract and nationalize the oil industry.
ayatollah kashani and dr. mohammad mosadegh took the leadership of the nationalization movement of the oil industry. seeing the unity and unanimity of the people, the national council passed the oil nationalization law."
what was the purpose of dr. mossadegh to become the prime minister?,to implement the oil nationalization law and cut off foreigners from this national wealth.
why england could not prevent the nationalization of oil?,because of the unity of the nation and the sympathy of the leaders of the movement
explain the most important factor in the failure of the oil nationalization movement.,"emergence of differences among the leaders of the movement - the leaders of the movement were captured by the ambition and political selfishness of those around them and could not prevent the spread of internal differences. as a result, unity and sympathy turned into division and enmity. this situation discouraged the nation and gave hope to the enemies of the movement. the british and american governments used these conditions to overthrow dr. mossadegh's government through a coup."
"what was the purpose of the coup on august 28, 1332 and how did it take place?","with the aim of defeating the national movement and overthrowing mossadegh - according to the plan designed by these two countries, on august 28, 1332, units of the army under the command of major general fazlullah zahedi poured into the streets and by occupying the important centers of the capital, they overthrew the government of dr. mossadegh."
briefly state the effects and results of the august 28 coup.,"dr. mossadegh's government was overthrown.
iran's oil resources were once again available to foreigners
- america's influence and dominance over our country gradually increased.
- muhammad reza shah became an autocratic and tyrannical king who openly ignored the principles of the constitution.
- the establishment of the country's intelligence and security organization (savak) to severely suppress the opposition
- the atmosphere of fear and suffocation reigned over iran again."
"answer the following questions completely.
14. what was meant by capitulation?","based on capitulation or judicial immunity, if the americans committed any crime in iran, iranian courts would not have the right to deal with their crime."
15. why was imam khomeini against shah's white revolution?,because he believed that the implementation of these principles will increase the dominance of america over iran and the political and economic dependence of our country on foreigners.
"16. answer the following questions regarding the islamic revolution.
a) what was its purpose?","the decisive leadership of imam khomeini, the unity and perseverance of the nation, faith and belief in islam."
"17. answer the following questions regarding the approval letter of the state and provincial associations.
a) what was the main reason for the clerics' opposition to the law of state and provincial associations?",because the government's goal of these changes was to oppose islam and destroy islamic values.
b) what were the contents of this bill?,"the condition of being muslim for the electors and electees was canceled, and the condition of swearing by the qur'an was changed to the holy book."
c) what happened to this letter of approval in the end?,"as a result of the serious opposition of imam and other scholars, the government had to cancel this approval letter."
18. after what incident did america's influence and dominance increase over our country?,august 28 coup
"19. in november 1356, what incident caused people's anger and protest?",martyrdom of mustafa khomeini
20. which of the following days in the history of revolution is known as black friday?,17 september 1357
"21. what was the cause of the uprising on june 15, 1342?",protest against the arrest of imam khomeini
why were people unhappy and upset with the state of the country after the august 28 coup?,because america's influence and domination over iran increased. and the people of iran were upset with the failure of the oil nationalization movement and the domination of foreigners over their country again.
what were the goals of americans to make social and economic changes in iran?,"- to destroy the ground of popular uprisings
- preservation of pahlavi rule
- confronting the religious identity of the islamic society of iran"
what were the most fundamental changes in the bill of state and provincial associations?,"a) abolition of the condition of being muslim for electors and electees;
b) canceling the oath to the qur'an by the elected officials and turning it into an oath to the holy book."
"answer the following questions about the approval of state and provincial associations.
a) what was the reason for these changes?","finally, as a result of the serious opposition of the imam and other scholars, the government had to cancel the aforementioned approval letter."
what action did the shah take after canceling the approval letter of the state and provincial associations? and for what reason?,"he announced that he will put six principles under the title of ""white revolution"" to the referendum. because he considered it necessary to follow american policies to maintain his government."
what was the reason for the opposition of scholars and imam khomeini to the referendum on the six principles?,imam khomeini and other militant scholars were aware of the real goals and consequences of these principles and were sure that the implementation of these principles would strengthen the dominance of america over iran and the political and economic dependence of our country on foreigners.
"with the arrival of the month of muharram in 1342, what did imam khomeini remind the religious speakers?","he reminded that silence against the oppressive government is helping the enemies of islam and asked them to warn the people of the danger of israel. at that time, the pahlavi government had established relations with israel."
"in ashura 1342, imam khomeini was interrogated and condemned for what issues in fayzia shah's school?","- the reason for oppression
- cooperation with israel
dependence on america"
"explain the cause and manner of the uprising on june 15, 2014.","two days after the imam's history speech on ashura 42, the agents of the shah's regime raided the imam's house at night and arrested him and after transferring him to tehran, imprisoned him in one of the military barracks. imam's arrest caused widespread anger and protest among iranian muslims in different cities. the strongest protests took place in the cities of qom, tehran and varamin. the shah's regime, horrified by the rapid and widespread movement of the people, ordered its agents to shoot the demonstrators and suppress the uprising."
what effect did the june 15 uprising have on the spread of people's struggles?,"although the khordad 15 uprising was suppressed by force of arms and the violence of the regime's agents, it increased the anger and hatred of the revolutionary people towards the shah and his government agents and strengthened their motivation to fight to overthrow the pahlavi government."
what right (privilege) did the americans get based on the capitulation bill?,"the united states forced the iranian government to give the american military officers judicial immunity or the right to capitulate. based on this immunity, if the americans committed a crime in iran, iranian courts would not have the right to deal with their crime."
who objected to giving the americans the right to capitulate? for what reason,"imam khomeini considered giving judicial immunity to the americans a humiliating act and against the country's independence, and severely blamed the shah for his dependence on america."
why did the regime decide to exile imam khomeini from the country? and on what date and where did this action take place?,"the pahlavi government realized that the imam was not a person of compromise and silence, and exiled him to turkey on november 13, 1343. about a year later, imam's place of exile was changed from turkey to najaf in iraq, and imam lived in that city until mehr 1357."
did the people of iran stop fighting after the exile of imam khomeini? explain,"no - rather, different strata of people, especially clerics, educators, students and marketers, continued to fight. following imam, they considered fighting as a religious and religious duty. in addition to imam khomeini's friends and followers, other groups with different political opinions participated in the struggle against the pahlavi government."
what was the fighting method of people like shahid motahari and dr. shariati?,"such personalities chose the method of cultural struggle and tried to introduce revolutionary islam to the youth by speaking, writing books and articles, and holding classes on the interpretation of the qur'an and nahj al-balaghah in mosques, mosques, and universities."
how was the situation in iran at the threshold of the islamic revolution? (1356),"by then, the shah had suppressed most of his opponents. america and many powerful countries also supported his government. however, the people of iran were dissatisfied with the shah and his policies due to various cultural, political and economic issues and problems."
"state the political, cultural, social and economic grounds of people's dissatisfaction with the shah's rule.","1- the pahlavi government's political dependence on foreigners
2- the influence and interference of foreign countries, especially the united states, in iran's affairs
3- tyranny and oppression by savak and military officials
4- execution, imprisonment and exile of many opponents"
what was the reason for the uprising of the people of qom on january 19?,"the publication of an insulting article in the newspaper ""information"" against the imam on january 17, 1356"
"what was the occasion of february 29, 1356?","the people of tabriz rose up on the 29th of bahman on the occasion of the 40th martyrdom of qom on december 19, and a large number of them were martyred and wounded."
how did the shah's regime react to protests and demonstrations?,"it was in two ways:
a) on the one hand, in order to deceive the nation, he changed his prime ministers one after another and promised the people that he had heard the message of their revolution and would pay attention to their demands.
b) on the other hand, he ordered his officers to suppress the demonstrators."
"why was 17 september 1357 known as ""black friday""?","one of the bloodiest events of the islamic revolution took place on 17 september 1357 in tehran. today, the agents of the regime mercilessly destroyed the people's demonstrations in jhaleh square (now shahada) and killed and injured many people."
write the occasion of the following dates.,"january 26, 1357 (the king's flight from the country)
12 bahman 1357 (imam khomeini's glorious return to his homeland after 15 years of exile)
22 bahman 1357 (the victory of the islamic revolution and the beginning of a new era in the history of iran)"
what were the most important goals of the islamic revolution?,"a) eliminating the country's dependence on foreigners
b) the provision of the nation's rights was within the framework of islamic laws and values."
name three effective factors in the success and victory of the islamic revolution:,"1- faith and belief in islam
2- the unity and endurance of the nation
3- the decisive and vigilant leadership of imam khomeini"
what was the approval of the state and provincial associations?,"the condition of being muslim for the electors and electees was canceled, and the other condition of swearing by the qur'an was changed to the holy book of the electorate."
who opposed the approval of the state and provincial associations?,imam khomeini (ra)
what was the title of shah's six principles?,white revolution
what did imam khomeini emphasize in his speech on june 13?,"he strongly condemned the shah for his tyranny, cooperation with israel, and dependence on america."
what did shah's agents do after the speech on june 13?,he was arrested at night and imprisoned in one of the military barracks.
what was capitulation?,"based on this immunity, if americans committed a crime in iran, iranian courts would not have the right to deal with their crime."
in what year was the imam's first exile?,1343
imam was first exiled to which country?,türkiye
imam was exiled to which country after türkiye?,iraq
who were some of the scholars and thinkers who tried to help imam in the movement?,ayatollah motahari - dr. ali shariati and ayatollah taleghani
how was the situation in iran on the eve of the islamic revolution?,"radio, tv and cinema programs were in the direction of unrestrained.
dependence on foreigners
tyranny and oppression
pity and desire and looting of the country's wealth"
what day was black friday?,17 september 1357
imam went to which city after najaf?,nouvelle-lochateau neighborhood in france
on what day was the imam's return after exile?,12 february 1357
on what day was the victory of the revolution?,22 february 1357
what was the main slogan of the iranian islamic revolution?,"independence, freedom, islamic republic"
what are the effective factors in the success of the islamic revolution?,"""faith in islam"", ""unity of the nation"" and ""decisive leadership of imam khomeini"" were three effective factors in the success of the islamic revolution."
"what was the cause of the uprising on june 15, 1342?",protest against the arrest of imam khomeini
"in november 1356, what incident caused people's anger and protest?",martyrdom of mustafa khomeini
why was imam khomeini against shah's white revolution?,because he believed that the implementation of these principles will increase the dominance of america over iran and the political and economic dependence of our country on foreigners.
what were the most important goals of the islamic revolution?,"a) eliminating the country's dependence on foreigners
b) the provision of the nation's rights was within the framework of islamic laws and values."
"why was 17 september 1357 known as ""black friday""?","one of the bloodiest events of the islamic revolution took place on 17 september 1357 in tehran. today, the agents of the regime mercilessly destroyed the people's demonstrations in jhaleh square (now shahada) and killed and injured many people."
how did the shah's regime react to protests and demonstrations?,"a) on the one hand, in order to deceive the nation, he changed his prime ministers one after another and promised the people that he had heard the message of their revolution and would pay attention to their demands.
b - on the other hand, he ordered his officers to suppress the demonstrators."
what was the occasion of 29th of bahman 1356?,"the people of tabriz rose up on the 29th of bahman on the occasion of the 40th martyrdom of qom, and a large number of them were martyred and wounded."
what was the reason for the uprising of the people of qom on january 19?,objection to the publication of an insulting article in atlaat newspaper
how was the situation in iran at the threshold of the islamic revolution?,"by then, the shah had suppressed most of his opponents. america and many powerful countries also supported his government. however, the people of iran were dissatisfied with the shah and his policies due to various cultural, political and economic issues and problems."
what was the fighting method of people like shahid motahari and dr. shariati?,"such personalities chose the method of cultural struggle and tried to introduce revolutionary islam to the youth by speaking, writing books and articles, and holding classes on the interpretation of the qur'an and nahj al-balaghah in mosques, mosques, and universities."
did the people of iran stop fighting after the exile of imam khomeini? explain,"no - on the contrary, different strata of people, especially clerics, educators, students and marketers, continued to fight. following imam, they considered fighting as a religious and religious duty. in addition to imam khomeini's friends and followers, other groups with different political opinions participated in the struggle against the pahlavi government."
why did the regime decide to exile imam khomeini from the country? and on what date and where did this action take place?,"the pahlavi government realized that the imam was not a person of compromise and silence, and exiled him to turkey on november 13, 1343. about a year later, imam's place of exile was changed from turkey to najaf in iraq, and imam lived in that city until mehr 1357."
who objected to giving the americans the right to capitulate? for what reason,"imam khomeini considered giving judicial immunity to the americans a humiliating act and against the country's independence, and severely blamed the shah for his dependence on america."
what right (privilege) did americans get based on the capitulation bill?,"the united states forced the iranian government to give the american military officers judicial immunity or the right to capitulate. based on this immunity, if the americans committed a crime in iran, iranian courts would not have the right to deal with their crime."
what was the main demand of vasasi nation during the islamic revolution?,"""independence, freedom, islamic republic"""
what mission did imam khomeini give to the interim government?,mandated to take the necessary measures to establish a new political system while managing the affairs of the country.
why was the 12th of farvardin named the day of the islamic republic?,"iranian people went to the polls on april 10 and 11, 1358 to determine their political destiny. in this referendum, 98.2% of the people voted for the islamic republic. the result of the referendum was announced on april 12, and after that, this day was named as the islamic republic day."
how was the islamic republic system officially established with what measures?,"after the approval of the constitution, the first presidential term (february 1358) and then the first term of the islamic council (march 1358) were held. after the election of the president and the establishment of the islamic council, the government was appointed and the islamic republic system was officially formed."
institutions like the islamic revolution guards corps and basij mustafafan were formed for what purpose?,they were formed with the aim of defending the ideals of the islamic revolution and the defense of the country's borders. they played an effective role in advancing the goals of the islamic revolution.
for what reasons did the islamic republic of barjim break the relationship with israel? did he support the uprising of the palestinian people?,"because the dependent pahlavi regime fell and a revolutionary government opposed to the domination of oppressive countries was established in iran. the system of the islamic republic of iran, from the very beginning of its formation, stood up to support the liberation movements all over the world. for these reasons...."
why did domineering and tyrannical governments like america seek to derail and destroy the islamic revolution?,"because the dependent pahlavi regime fell and a revolutionary government opposed to the domination of oppressive countries was established in iran. from the very beginning of its formation, the system of the islamic republic of iran supported the liberation movements around the world."
name the examples of conspiracies and problems that the ruling governments put in the path of the revolution.,"a) creating riots and insecurity
b) assassination of influential personalities and revolutionary people
c) military actions and imposed war"
what was the purpose of creating riots and insecurity and how was it done?,"aimed at:
""a"" starting a civil war, putting iranian ethnic groups against each other
""b"" creating an atmosphere of terror through damage and burning of public properties and people's assets."
name some examples of figures of the islamic republic of iran who were assassinated by anti-revolutionary groups.,"people like: shahid motahari, shahid beheshti, shahid rajaei and bahoner, the great leader of the revolution and..."
"why did the students capture the american embassy on november 13, 1358? what was their desire?","because the american embassy in iran had become a center for supporting anti-revolutionary groups. for this reason, on november 13, 1358, students following the line of the imam conquered there and took a number of american government officials hostage. the students' demand was that if the united states hands over the shah and undertakes not to interfere in iran's internal affairs, they will release the hostages."
what did america do to free its hostages? how were the hostages finally released?,"the united states launched a military attack to free the hostages, but the planes and helicopters of that country were hit by a sandstorm in the tabas desert, and the american forces fled with casualties and damage. finally, with the mediation of the algerian government, the students released the american hostages after a year and a few months."
on what date and how did the imposed war start?,"on september 31, 1359, saddam, the head of the baathist government of iraq, started the war against iran by ordering an attack on khorramshahr and occupied parts of our homeland in the southwest and west."
"what happened to saranjan, the imposed war?","the imposed war finally ended after eight years of stability of the nation and the sacrifice of the warriors. while saddam did not achieve any of his goals. two years after the announcement of the ceasefire, iranian freedmen (darband fighters) were freed from the captivity of the baathist regime in iraq and returned to the islamic homeland amid the warm and glorious reception of the people."
on what date did imam khomeini die? what was the greatest fruit of his life?,"he died in the evening of june 13, 1368 in tehran. the greatest fruit of his life was the leadership of a great revolution that, according to ayatollah khamenei, ""this revolution is not known anywhere in the world without his name."""
"so, who and how was chosen to lead the revolution?","one day after the death of the imam, the council of leadership experts elected ayatollah khamenei as the leader of the revolution."
when was the day of the referendum to determine iran's political system?,10 and 11 april 1358
who was the result of the referendum to determine iran's political system?,12 april 1358
what percentage of people voted for the islamic republic in the referendum?,98.2 percent
when was the day of approval of the constitution by the people?,december 1358
when was the date of the first presidential election?,february 1358
when was the date of the first term of the islamic council?,march 1358
name the revolutionary institutions that were established by the order of imam khomeini after the victory of the islamic revolution.,islamic revolution guards corps and mobilization of the underprivileged - constructive jihad - literacy movement
what was the purpose of forming the islamic revolutionary guard corps and mobilizing the oppressed?,defending the ideals of the islamic revolution and the borders of the country
what was the purpose of forming the mobilization of the oppressed?,development and development of villages
what was the purpose of forming jihad and literacy movement?,reducing illiteracy and expanding literacy in the country
what was the main and basic demand of the nation during the islamic revolution?,"""independence, freedom, islamic republic"""
what were the conspiracies and conspiracies of the enemies after the victory of the islamic revolution?,creating rebellion and insecurity - assassination of revolutionary figures and people - imposed war
on what date did saddam start the war against iran?,31 september 1359
which city did saddam attack at the beginning of the war?,khorramshahr
how many years did the imposed war last?,8 years
on what date did imam die?,"in the evening of june 13, 1368"
"this revolution is not known anywhere in the world without the name of khomeini, who said this?",ayatollah khamenei
"a few years after the ceasefire, iran and iraq agreed to exchange prisoners.",two years
what mission did imam khomeini give to the interim government?,mandated to take the necessary measures to establish a new political system while managing the affairs of the country.
why was the 12th of farvardin named the day of the islamic republic?,"the people of iran went to the polls on april 10 and 11, 1358 to determine their political destiny. in this referendum, 98.2% of the people voted for the islamic republic. the result of the referendum was announced on april 12, and after that, this day was named as the islamic republic day."
how was the islamic republic system officially established with what measures?,"after the approval of the constitution, the elections for the first presidential term (february 1358) and then the first term of the islamic council (march 1358) were held. after the election of the president and the establishment of the islamic council, the government was appointed and the islamic republic system was officially formed."
"why did the students capture the american embassy on november 13, 1358? what was their desire?","because the american embassy in iran had become a center for supporting anti-revolutionary groups. for this reason, on november 13, 1358, students following the line of the imam captured there and took a number of american government officials hostage. the students' demand was that if the united states hands over the shah and undertakes not to interfere in iran's internal affairs, they will release the hostages."
"so, who and how was the imam chosen to lead the revolution?","one day after the death of the imam, the council of leadership experts elected ayatollah khamenei as the leader of the revolution."
on what date did imam khomeini die? what was the greatest fruit of his life?,"he died in the evening of june 13, 1368 in tehran. the greatest fruit of his life was leading a great revolution that, according to ayatollah khamenei, ""this revolution is not known anywhere in the world without his name."""
what happened to the imposed war?,"the imposed war finally ended after eight years of stability of the nation and the sacrifice of the warriors. while saddam did not achieve any of his goals. two years after the announcement of the ceasefire, the iranian azads (darband fighters) were released from the captivity of the baathist regime in iraq and returned to the islamic homeland amid the warm and glorious reception of the people."
on what date and how did the imposed war begin?,"on 31 shahrivar 1359, saddam, the head of the baathist government of iraq, started the war against iran by ordering an attack on khorramshahr and occupied parts of our homeland in the southwest and maghreb."
what did america do to free its hostages? how were the hostages finally released?,"the united states launched a military attack to free the hostages, but the planes and helicopters of that country were hit by a sandstorm in the tabas desert, and the american forces fled with casualties and damage. finally, with the mediation of the algerian government, the students released the american hostages after a year and a few months."
name some examples of figures of the islamic republic of iran who were assassinated by anti-revolutionary groups.,"people like: martyr motahari, martyr beheshti, martyrs rajaei and bahoner, supreme leader of the revolution and..."
what was the purpose of creating riots and insecurity and how was it done?,"a) starting a civil war, pitting iranian ethnic groups against each other
b) creating an atmosphere of terror through damage and burning of public property and people's assets"
